company_name,exchange,year,text_excerpt,label
Kappa Robotics,NASDAQ,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Orchid Beverages,NYSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Equinox Holdings,NYSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Orchid Beverages,NYSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider.",1
Aether Energy Ltd,LSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Evergreen Foods,NYSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Willow Paper Co.,TSX,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Futura Logistics,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Nebula Software,NASDAQ,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years.,0
Magma Auto,NSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Stellar Media,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Delta Retail Group,NYSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Lumina Textiles,HKEX,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Warden Textiles,HKEX,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Vantage Real Estate,NASDAQ,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Cascade Water,ASX,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Horizon Airlines,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Nimbus Energy,ASX,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Nimbus Energy,ASX,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Willow Paper Co.,TSX,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Orchid Beverages,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Futura Logistics,NASDAQ,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Solaria Power,ASX,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Equinox Holdings,NYSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Nebula Software,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Nebula Software,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Meridian Shipping,LSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Stellar Media,NASDAQ,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Nimbus Energy,ASX,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Willow Paper Co.,TSX,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider.",1
Solaria Power,ASX,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
GreenPath Utilities,LSE,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Quanta Fintech,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years.,0
Nimbus Energy,ASX,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Kappa Robotics,NASDAQ,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Nimbus Energy,ASX,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Polaris Retail,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Vega Beverages,NYSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
YellowBrick Bank,NYSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Lattice Cloud,NASDAQ,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider.",1
YellowBrick Bank,NYSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Falcon Oil & Gas,LSE,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Stellar Media,NASDAQ,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Riviera Hotels,Euronext,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations.",1
Kappa Robotics,NASDAQ,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Kappa Robotics,NASDAQ,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Futura Logistics,NASDAQ,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years.,0
Vega Beverages,NYSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider.",1
Magma Auto,NSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years.,0
YellowBrick Bank,NYSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Draco Healthcare,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
GreenPath Utilities,LSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Vantage Real Estate,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Quanta Fintech,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
IonX Semiconductors,NASDAQ,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Horizon Airlines,NASDAQ,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Willow Paper Co.,TSX,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Zenith Hotels,LSE,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold produ",1
Triton Steelworks,NSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Nebula Software,NASDAQ,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Borealis Telecom,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle. The organizational boundary is consistent with prior reporting years.,0
Falcon Oil & Gas,LSE,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
GreenPath Utilities,LSE,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Borealis Telecom,NYSE,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Quanta Fintech,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years.,0
Falcon Oil & Gas,LSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
BlueWave Technologies,NASDAQ,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Urania Chemicals,FWB,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Futura Logistics,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years.,0
BlueWave Technologies,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Cascade Water,ASX,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Delta Retail Group,NYSE,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider.",1
Creston Mining,ASX,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Titan Shipping,LSE,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Warden Textiles,HKEX,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Indigo Ports,NSE,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider.",1
Riverstone Cement,NYSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Warden Textiles,HKEX,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
YellowBrick Bank,NYSE,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Vega Beverages,NYSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Nebula Software,NASDAQ,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Horizon Airlines,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider.",1
Vantage Real Estate,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years.,0
Quantum Materials,NASDAQ,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Category screening and data sources are described with assumptions and limitations. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Delta Retail Group,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Xylo Mining,ASX,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
YellowBrick Bank,NYSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Titan Shipping,LSE,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
BlueWave Technologies,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Indigo Ports,NSE,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Xenon Chemicals,FWB,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Meridian Shipping,LSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Vega Beverages,NYSE,2020,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2020. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
Yonder Media,Euronext,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Nebula Software,NASDAQ,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years.,0
Keystone Bank,NYSE,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Nebula Software,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Jupiter Steel,NSE,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Aether Energy Ltd,LSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Arbor Capital,SIX,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Yonder Media,Euronext,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Falcon Oil & Gas,LSE,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Stellar Media,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Riviera Hotels,Euronext,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Riverstone Cement,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Quantum Materials,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. The disclosures underwent limited assurance by an independent provider. The disclosures underwent limited assurance by an independent provider. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products.",1
Delta Retail Group,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Scope 3 data collection is ongoing and not included for the current reporting cycle.,0
